,subset,image
1215,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.243094273518213382155770295147.mhd
1216,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.326057189095429101398977448288.mhd
1217,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.217955041973656886482758642958.mhd
1218,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.270152671889301412052226973069.mhd
1219,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.283569726884265181140892667131.mhd
1220,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.199171741859530285887752432478.mhd
1221,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.232071262560365924176679652948.mhd
1222,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.240969450540588211676803094518.mhd
1223,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.299767339686526858593516834230.mhd
1224,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.235364978775280910367690540811.mhd
1225,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.461155505515403114280165935891.mhd
1226,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.253322967203074795232627653819.mhd
1227,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.187966156856911682643615997798.mhd
1228,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.964952370561266624992539111877.mhd
1229,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.183924380327950237519832859527.mhd
1230,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405.mhd
1231,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.302557165094691896097534021075.mhd
1232,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.147250707071097813243473865421.mhd
1233,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311.mhd
1234,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.692598144815688523679745963696.mhd
1235,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.227885601428639043345478571594.mhd
1236,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.190298296009658115773239776160.mhd
1237,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.217589936421986638139451480826.mhd
1238,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.212346425055214308006918165305.mhd
1239,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.323753921818102744511069914832.mhd
1240,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.159996104466052855396410079250.mhd
1241,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.939152384493874708850321969356.mhd
1242,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.443400977949406454649939526179.mhd
1243,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.124663713663969377020085460568.mhd
1244,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.184412674007117333405073397832.mhd
1245,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.121993590721161347818774929286.mhd
1246,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.199220738144407033276946096708.mhd
1247,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.283733738239331719775105586296.mhd
1248,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.259227883564429312164962953756.mhd
1249,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.227796349777753378641347819780.mhd
1250,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.142485715518010940961688015191.mhd
1251,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.624425075947752229712087113746.mhd
1252,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.153536305742006952753134773630.mhd
1253,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.252634638822000832774167856951.mhd
1254,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.225154811831720426832024114593.mhd
1255,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.137375498893536422914241295628.mhd
1256,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.143412474064515942785157561636.mhd
1257,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.226383054119800793308721198594.mhd
1258,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.265453131727473342790950829556.mhd
1259,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.192256506776434538421891524301.mhd
1260,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.133378195429627807109985347209.mhd
1261,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.199975006921901879512837687266.mhd
1262,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.922852847124879997825997808179.mhd
1263,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.163901773171373940247829492387.mhd
1264,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.144883090372691745980459537053.mhd
1265,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.557875302364105947813979213632.mhd
1266,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.267957701183569638795986183786.mhd
1267,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.217697417596902141600884006982.mhd
1268,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.466284753932369813717081722101.mhd
1269,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.126704785377921920210612476953.mhd
1270,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.280072876841890439628529365478.mhd
1271,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.267519732763035023633235877753.mhd
1272,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.187108608022306504546286626125.mhd
1273,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.276556509002726404418399209377.mhd
1274,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.336225579776978874775723463327.mhd
1275,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.625270601160880745954773142570.mhd
1276,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.269075535958871753309238331179.mhd
1277,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.106164978370116976238911317774.mhd
1278,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.961063442349005937536597225349.mhd
1279,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.225227615446398900698431118292.mhd
1280,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.177785764461425908755977367558.mhd
1281,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.321465552859463184018938648244.mhd
1282,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.324290109423920971676288828329.mhd
1283,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.177685820605315926524514718990.mhd
1284,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.204303454658845815034433453512.mhd
1285,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.274052674198758621258447180130.mhd
1286,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.277662902666135640561346462196.mhd
1287,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.208511362832825683639135205368.mhd
1288,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.252697338970999211181671881792.mhd
1289,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.244204120220889433826451158706.mhd
1290,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.162845309248822193437735868939.mhd
1291,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.135657246677982059395844827629.mhd
1292,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.339142594937666268384335506819.mhd
1293,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.850739282072340578344345230132.mhd
1294,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.614147706162329660656328811671.mhd
1295,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.149463915556499304732434215056.mhd
1296,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.154703816225841204080664115280.mhd
1297,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.244447966386688625240438849169.mhd
1298,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.194488534645348916700259325236.mhd
1299,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.842317928015463083368074520378.mhd
1300,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.202464973819273687476049035824.mhd
1301,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.367204840301639918160517361062.mhd
1302,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.319066480138812986026181758474.mhd
1303,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.202187810895588720702176009630.mhd
1304,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.272190966764020277652079081128.mhd
1305,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.100953483028192176989979435275.mhd
1306,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.970428941353693253759289796610.mhd
1307,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.404768898286087278137462774930.mhd
1308,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.191266041369462391833537519639.mhd
1309,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.123697637451437522065941162930.mhd
1310,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.324567010179873305471925391582.mhd
1311,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.254254303842550572473665729969.mhd
1312,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.126631670596873065041988320084.mhd
1313,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.172573195301625265149778785969.mhd
1314,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.244681063194071446501270815660.mhd
1315,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.148447286464082095534651426689.mhd
1316,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.481278873893653517789960724156.mhd
1317,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.293593766328917170359373773080.mhd
1318,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.121391737347333465796214915391.mhd
1319,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412.mhd
1320,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.237428977311365557972720635401.mhd
1321,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.127965161564033605177803085629.mhd
1322,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.197063290812663596858124411210.mhd
1323,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.975426625618184773401026809852.mhd
1324,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.487745546557477250336016826588.mhd
1325,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.275007193025729362844652516689.mhd
1326,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.300246184547502297539521283806.mhd
1327,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.171667800241622018839592854574.mhd
1328,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.179730018513720561213088132029.mhd
1329,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.199670099218798685977406484591.mhd
1330,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.219349715895470349269596532320.mhd
1331,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.323541312620128092852212458228.mhd
1332,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.192419869605596446455526220766.mhd
1333,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.167919147233131417984739058859.mhd
1334,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.278010349511857248000260557753.mhd
1335,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.292057261351416339496913597985.mhd
1336,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.313283554967554803238484128406.mhd
1337,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.822128649427327893802314908658.mhd
1338,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.112740418331256326754121315800.mhd
1339,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.257840703452266097926250569223.mhd
1340,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.200841000324240313648595016964.mhd
1341,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.338875090785618956575597613546.mhd
1342,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.627998298349675613581885874395.mhd
1343,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.339882192295517122002429068974.mhd
1344,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.296738183013079390785739615169.mhd
1345,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.258220324170977900491673635112.mhd
1346,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.413896555982844732694353377538.mhd
1347,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.725023183844147505748475581290.mhd
1348,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold4.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.291539125579672469833850180824.mhd
